Timestamp,value
2024-08-14T06:49:17.479938974Z,25.60000038
2024-08-14T06:49:45.951813501Z,25.5
2024-08-14T06:49:47.989852743Z,25.60000038
2024-08-14T06:50:00.391673473Z,25.5
2024-08-14T06:50:02.63985029Z,25.60000038
2024-08-14T06:50:08.671510075Z,25.5
2024-08-14T06:50:10.621766083Z,25.60000038
2024-08-14T06:50:12.672018759Z,25.5
2024-08-14T06:50:14.707707706Z,25.60000038
2024-08-14T06:50:18.912063435Z,25.5
2024-08-14T06:50:23.111585681Z,25.60000038
2024-08-14T06:50:24.948195297Z,25.5
2024-08-14T06:50:27.111806279Z,25.60000038
2024-08-14T06:50:29.147414083Z,25.5
2024-08-14T06:50:47.701734621Z,25.60000038
2024-08-14T06:50:49.621381391Z,25.5
2024-08-14T06:50:59.981463589Z,25.60000038
2024-08-14T06:51:02.03171348Z,25.5
2024-08-14T06:54:50.181696845Z,25.60000038
2024-08-14T06:54:52.541688652Z,25.70000076
2024-08-14T06:54:54.279813345Z,25.79999924
2024-08-14T06:54:56.311617759Z,26
2024-08-14T06:54:58.581571164Z,26.10000038
2024-08-14T06:55:00.51386871Z,26.29999924
2024-08-14T06:55:02.559755274Z,26.39999962
2024-08-14T06:55:04.599739322Z,26.5
2024-08-14T06:55:06.67181227Z,26.70000076
2024-08-14T06:55:08.821872706Z,26.79999924
2024-08-14T06:55:10.751638104Z,26.89999962
2024-08-14T06:55:12.821621974Z,27
2024-08-14T06:55:16.911777047Z,27.10000038
2024-08-14T06:55:19.061776975Z,27.20000076
2024-08-14T06:55:25.193780861Z,27.29999924
2024-08-14T06:55:33.389697568Z,27.39999962
2024-08-14T06:55:53.981621609Z,27.29999924
2024-08-14T06:55:56.240247181Z,27.39999962
2024-08-14T06:55:58.181477345Z,27.29999924
2024-08-14T06:56:14.439678231Z,27.20000076
2024-08-14T06:56:28.901684394Z,27.10000038
2024-08-14T06:56:41.273671036Z,27
2024-08-14T06:56:51.509619592Z,26.89999962
2024-08-14T06:57:08.112039861Z,26.79999924
2024-08-14T06:57:26.423951056Z,26.70000076
2024-08-14T06:57:41.191642448Z,26.60000038
2024-08-14T06:57:53.38158417Z,26.5
2024-08-14T06:57:55.229480667Z,26.60000038
2024-08-14T06:57:57.390217831Z,26.5
2024-08-14T06:58:17.951635492Z,26.39999962
2024-08-14T06:58:50.701505728Z,26.29999924
2024-08-14T06:59:00.952011182Z,26.20000076
2024-08-14T06:59:03.111531071Z,26.29999924
2024-08-14T06:59:05.351706899Z,26.20000076
2024-08-14T06:59:23.909776515Z,26.10000038
2024-08-14T06:59:25.637538307Z,26.20000076
2024-08-14T06:59:29.941738402Z,26.10000038
2024-08-14T06:59:54.62167914Z,26
2024-08-14T07:00:35.581761853Z,25.89999962
2024-08-14T07:00:37.520557995Z,26
2024-08-14T07:00:41.711655092Z,25.89999962
2024-08-14T07:01:00.151711629Z,25.79999924
2024-08-14T07:02:08.081672182Z,25.70000076
2024-08-14T07:02:10.369498971Z,25.79999924
2024-08-14T07:02:12.191689302Z,25.70000076
2024-08-14T07:02:43.002233755Z,25.60000038
2024-08-14T07:02:44.925673673Z,25.70000076
2024-08-14T07:02:47.081896129Z,25.60000038
2024-08-14T07:04:33.911701373Z,25.5
2024-08-14T07:04:35.959644959Z,25.60000038
2024-08-14T07:04:50.391710568Z,25.70000076
2024-08-14T07:04:52.431580804Z,25.79999924
2024-08-14T07:04:54.80083088Z,26
2024-08-14T07:04:56.511616099Z,26.10000038
2024-08-14T07:04:58.562825911Z,26.39999962
2024-08-14T07:05:00.831821166Z,26.5
2024-08-14T07:05:02.671658546Z,26.60000038
2024-08-14T07:05:04.919850149Z,26.70000076
2024-08-14T07:05:06.996604901Z,26.79999924
2024-08-14T07:05:08.83142582Z,26.89999962
2024-08-14T07:05:11.071504236Z,27
2024-08-14T07:05:13.00173597Z,27.10000038
2024-08-14T07:05:17.111702423Z,27.20000076
2024-08-14T07:05:21.51176316Z,27.29999924
2024-08-14T07:05:52.151738664Z,27.20000076
2024-08-14T07:06:00.351530091Z,27.10000038
2024-08-14T07:06:02.591461202Z,27.20000076
2024-08-14T07:06:04.522842999Z,27.10000038
2024-08-14T07:06:12.60990972Z,27
2024-08-14T07:06:22.831677985Z,26.89999962
2024-08-14T07:06:33.282120514Z,26.79999924
2024-08-14T07:06:43.439746386Z,26.70000076
