Timestamp,Temperature (°C),Humidity (%)
2024-09-05 16:52:08,17.5,87.0
2024-09-05 16:52:10,17.5,87.0
2024-09-05 16:52:12,17.5,87.0
2024-09-05 16:52:14,17.5,87.0
2024-09-05 16:52:16,17.5,87.0
2024-09-05 16:52:18,17.5,87.0
2024-09-05 16:52:20,17.5,87.0
2024-09-05 16:52:22,17.4,87.0
2024-09-05 16:52:24,17.4,87.0
2024-09-05 16:52:26,17.4,88.0
2024-09-05 16:52:28,17.5,90.0
2024-09-05 16:52:30,17.8,92.0
2024-09-05 16:52:32,18.0,94.0
2024-09-05 16:52:34,18.4,97.0
2024-09-05 16:52:36,18.7,99.0
2024-09-05 16:52:38,19.1,99.0
2024-09-05 16:52:40,19.5,99.0
2024-09-05 16:52:42,19.8,99.0
2024-09-05 16:52:44,20.1,99.0
2024-09-05 16:52:46,20.5,99.0
2024-09-05 16:52:48,20.8,99.0
2024-09-05 16:52:50,21.1,99.0
2024-09-05 16:52:52,21.3,99.0
2024-09-05 16:52:54,21.5,99.0
2024-09-05 16:52:56,21.7,99.0
2024-09-05 16:52:58,21.9,99.0
2024-09-05 16:53:00,22.1,99.0
2024-09-05 16:53:02,22.3,99.0
2024-09-05 16:53:04,22.5,99.0
2024-09-05 16:53:06,22.6,99.0
2024-09-05 16:53:08,22.8,99.0
2024-09-05 16:53:10,22.9,99.0
2024-09-05 16:53:12,23.0,99.0
2024-09-05 16:53:14,23.2,99.0
2024-09-05 16:53:16,23.3,99.0
2024-09-05 16:53:18,23.4,99.0
2024-09-05 16:53:20,23.4,99.0
2024-09-05 16:53:22,23.5,99.0
2024-09-05 16:53:24,23.6,99.0
2024-09-05 16:53:26,23.6,99.0
2024-09-05 16:53:28,23.8,99.0
2024-09-05 16:53:30,23.8,99.0
2024-09-05 16:53:32,23.9,99.0
2024-09-05 16:53:34,23.9,99.0
2024-09-05 16:53:36,24.0,99.0
2024-09-05 16:53:38,24.0,99.0
2024-09-05 16:53:40,24.0,99.0
2024-09-05 16:53:42,24.1,99.0
2024-09-05 16:53:44,24.2,99.0
2024-09-05 16:53:46,24.2,99.0
2024-09-05 16:53:48,24.2,99.0
2024-09-05 16:53:50,24.2,99.0
2024-09-05 16:53:52,24.2,99.0
2024-09-05 16:53:54,24.3,99.0
2024-09-05 16:53:56,24.3,99.0
2024-09-05 16:53:58,24.4,99.0
2024-09-05 16:54:00,24.4,99.0
2024-09-05 16:54:02,24.4,99.0
2024-09-05 16:54:04,24.4,99.0
2024-09-05 16:54:06,24.4,99.0
2024-09-05 16:54:08,24.4,99.0
2024-09-05 16:54:10,24.5,99.0
2024-09-05 16:54:12,24.5,99.0
2024-09-05 16:54:14,24.5,99.0
2024-09-05 16:54:16,24.5,99.0
2024-09-05 16:54:18,24.5,99.0
2024-09-05 16:54:20,24.6,99.0
2024-09-05 16:54:22,24.6,99.0
2024-09-05 16:54:24,24.6,99.0
2024-09-05 16:54:27,24.6,99.0
2024-09-05 16:54:29,24.6,99.0
2024-09-05 16:54:31,24.7,99.0
2024-09-05 16:54:33,24.7,99.0
2024-09-05 16:54:35,24.7,99.0
2024-09-05 16:54:37,24.7,99.0
2024-09-05 16:54:39,24.7,99.0
2024-09-05 16:54:41,24.7,99.0
2024-09-05 16:54:43,24.7,99.0
2024-09-05 16:54:45,24.7,99.0
2024-09-05 16:54:47,24.7,99.0
2024-09-05 16:54:49,24.6,99.0
2024-09-05 16:54:51,24.6,97.0
2024-09-05 16:54:53,24.5,95.0
2024-09-05 16:54:55,24.4,93.0
2024-09-05 16:54:57,24.4,91.0
2024-09-05 16:54:59,24.2,90.0
2024-09-05 16:55:01,24.2,89.0
2024-09-05 16:55:03,24.0,87.0
2024-09-05 16:55:05,24.0,86.0
2024-09-05 16:55:07,23.9,85.0
2024-09-05 16:55:09,23.8,84.0
2024-09-05 16:55:11,23.6,83.0
2024-09-05 16:55:13,23.6,83.0
2024-09-05 16:55:15,23.5,82.0
2024-09-05 16:55:17,23.4,81.0
2024-09-05 16:55:19,23.3,81.0
2024-09-05 16:55:21,23.2,80.0
2024-09-05 16:55:23,23.0,80.0
2024-09-05 16:55:25,22.9,79.0
2024-09-05 16:55:27,22.8,79.0
2024-09-05 16:55:29,22.7,78.0
2024-09-05 16:55:31,22.6,78.0
2024-09-05 16:55:33,22.5,78.0
2024-09-05 16:55:35,22.5,78.0
2024-09-05 16:55:37,22.4,78.0
2024-09-05 16:55:39,22.3,78.0
2024-09-05 16:55:41,22.2,77.0
2024-09-05 16:55:43,22.1,77.0
2024-09-05 16:55:45,22.0,77.0
2024-09-05 16:55:47,21.9,77.0
2024-09-05 16:55:49,21.9,76.0
2024-09-05 16:55:51,21.7,76.0
2024-09-05 16:55:53,21.7,76.0
2024-09-05 16:55:55,21.5,76.0
2024-09-05 16:55:57,21.5,76.0
2024-09-05 16:55:59,21.4,76.0
2024-09-05 16:56:01,21.3,76.0
2024-09-05 16:56:03,21.3,76.0
2024-09-05 16:56:05,21.1,76.0
2024-09-05 16:56:07,21.1,76.0
2024-09-05 16:56:09,21.1,76.0
2024-09-05 16:56:11,21.0,76.0
2024-09-05 16:56:13,20.9,76.0
2024-09-05 16:56:15,20.9,76.0
2024-09-05 16:56:17,20.8,76.0
2024-09-05 16:56:19,20.7,76.0
2024-09-05 16:56:21,20.6,76.0
2024-09-05 16:56:23,20.6,76.0
2024-09-05 16:56:25,20.5,76.0
2024-09-05 16:56:27,20.5,76.0
2024-09-05 16:56:29,20.4,76.0
2024-09-05 16:56:31,20.4,76.0
2024-09-05 16:56:33,20.3,76.0
2024-09-05 16:56:35,20.3,76.0
2024-09-05 16:56:37,20.2,76.0
2024-09-05 16:56:39,20.1,76.0
2024-09-05 16:56:41,20.1,76.0
2024-09-05 16:56:43,20.0,76.0
2024-09-05 16:56:45,20.0,77.0
2024-09-05 16:56:47,20.0,77.0
2024-09-05 16:56:49,19.9,77.0
2024-09-05 16:56:51,19.9,77.0
2024-09-05 16:56:53,19.9,77.0
2024-09-05 16:56:55,19.7,77.0
2024-09-05 16:56:57,19.7,77.0
2024-09-05 16:56:59,19.7,77.0
2024-09-05 16:57:01,19.7,77.0
2024-09-05 16:57:03,19.6,77.0
2024-09-05 16:57:05,19.6,77.0
2024-09-05 16:57:07,19.5,77.0
2024-09-05 16:57:09,19.5,77.0
2024-09-05 16:57:11,19.5,77.0
2024-09-05 16:57:13,19.4,77.0
2024-09-05 16:57:15,19.4,77.0
2024-09-05 16:57:17,19.4,77.0
2024-09-05 16:57:20,19.3,77.0
2024-09-05 16:57:22,19.3,77.0
2024-09-05 16:57:24,19.3,77.0
2024-09-05 16:57:26,19.2,77.0
2024-09-05 16:57:28,19.2,77.0
2024-09-05 16:57:30,19.2,77.0
2024-09-05 16:57:32,19.1,77.0
2024-09-05 16:57:34,19.1,77.0
2024-09-05 16:57:36,19.1,77.0
2024-09-05 16:57:38,19.0,77.0
2024-09-05 16:57:40,19.0,77.0
2024-09-05 16:57:42,19.0,77.0
2024-09-05 16:57:44,18.9,77.0
2024-09-05 16:57:46,18.9,77.0
2024-09-05 16:57:48,18.9,77.0
2024-09-05 16:57:50,18.9,77.0
2024-09-05 16:57:52,18.8,78.0
2024-09-05 16:57:54,18.8,80.0
2024-09-05 16:57:56,19.0,82.0
2024-09-05 16:57:58,19.1,85.0
2024-09-05 16:58:00,19.4,87.0
2024-09-05 16:58:02,19.6,89.0
2024-09-05 16:58:04,19.9,91.0
2024-09-05 16:58:06,20.1,93.0
2024-09-05 16:58:08,20.4,94.0
2024-09-05 16:58:10,20.7,96.0
2024-09-05 16:58:12,20.9,97.0
2024-09-05 16:58:14,21.1,98.0
2024-09-05 16:58:16,21.4,99.0
2024-09-05 16:58:18,21.7,99.0
2024-09-05 16:58:20,21.9,99.0
2024-09-05 16:58:22,22.0,99.0
2024-09-05 16:58:24,22.2,99.0
2024-09-05 16:58:26,22.5,99.0
2024-09-05 16:58:28,22.6,99.0
2024-09-05 16:58:30,22.7,99.0
2024-09-05 16:58:32,22.9,99.0
2024-09-05 16:58:34,23.0,99.0
2024-09-05 16:58:36,23.2,99.0
2024-09-05 16:58:38,23.3,99.0
2024-09-05 16:58:40,23.4,99.0
2024-09-05 16:58:42,23.5,99.0
2024-09-05 16:58:44,23.6,99.0
2024-09-05 16:58:46,23.6,99.0
2024-09-05 16:58:48,24.5,99.0
2024-09-05 16:58:50,25.0,99.0
2024-09-05 16:58:52,26.1,99.0
2024-09-05 16:58:54,27.3,99.0
2024-09-05 16:58:56,27.8,99.0
2024-09-05 16:58:58,28.5,99.0
2024-09-05 16:59:00,28.9,99.0
2024-09-05 16:59:02,29.0,99.0
2024-09-05 16:59:04,29.1,99.0
2024-09-05 16:59:06,30.2,99.0
2024-09-05 16:59:08,31.0,99.0
2024-09-05 16:59:10,30.9,99.0
2024-09-05 16:59:12,30.5,99.0
2024-09-05 16:59:14,30.3,99.0
2024-09-05 16:59:16,30.0,99.0
2024-09-05 16:59:18,29.7,99.0
2024-09-05 16:59:20,29.4,99.0
2024-09-05 16:59:22,29.1,97.0
2024-09-05 16:59:24,28.9,95.0
2024-09-05 16:59:26,28.6,94.0
2024-09-05 16:59:28,28.3,92.0
2024-09-05 16:59:30,28.1,91.0
2024-09-05 16:59:32,27.8,89.0
2024-09-05 16:59:34,27.5,88.0
2024-09-05 16:59:36,27.3,87.0
2024-09-05 16:59:38,27.1,86.0
2024-09-05 16:59:40,26.8,85.0
2024-09-05 16:59:42,26.6,84.0
2024-09-05 16:59:44,26.4,84.0
2024-09-05 16:59:46,26.2,83.0
2024-09-05 16:59:48,26.0,83.0
2024-09-05 16:59:50,25.8,82.0
2024-09-05 16:59:52,25.6,82.0
2024-09-05 16:59:54,25.5,82.0
2024-09-05 16:59:56,25.3,81.0
2024-09-05 16:59:58,25.1,81.0
2024-09-05 17:00:00,25.0,81.0
2024-09-05 17:00:02,24.8,81.0
2024-09-05 17:00:04,24.7,80.0
2024-09-05 17:00:06,24.5,80.0
2024-09-05 17:00:08,24.4,80.0
2024-09-05 17:00:10,24.3,80.0
2024-09-05 17:00:12,24.2,80.0
2024-09-05 17:00:14,24.0,80.0
2024-09-05 17:00:16,23.9,80.0
2024-09-05 17:00:18,23.8,80.0
2024-09-05 17:00:20,23.7,80.0
2024-09-05 17:00:22,23.6,80.0
2024-09-05 17:00:24,23.5,80.0
2024-09-05 17:00:26,23.4,80.0
2024-09-05 17:00:28,23.3,80.0
2024-09-05 17:00:30,23.2,80.0
2024-09-05 17:00:32,23.1,80.0
2024-09-05 17:00:34,23.0,79.0
2024-09-05 17:00:36,22.9,79.0
2024-09-05 17:00:39,22.8,79.0
2024-09-05 17:00:41,22.7,79.0
2024-09-05 17:00:43,22.7,79.0
2024-09-05 17:00:45,22.6,79.0
2024-09-05 17:00:47,22.5,78.0
2024-09-05 17:00:49,22.5,78.0
2024-09-05 17:00:51,22.4,78.0
2024-09-05 17:00:53,22.3,78.0
2024-09-05 17:00:55,22.2,78.0
2024-09-05 17:00:57,22.1,78.0
2024-09-05 17:00:59,22.1,78.0
2024-09-05 17:01:01,22.0,78.0
2024-09-05 17:01:03,22.0,78.0
2024-09-05 17:01:05,21.9,79.0
2024-09-05 17:01:07,21.9,79.0
2024-09-05 17:01:09,21.8,79.0
2024-09-05 17:01:11,21.7,79.0
2024-09-05 17:01:13,21.7,79.0
2024-09-05 17:01:15,21.7,79.0
2024-09-05 17:01:17,21.6,79.0
2024-09-05 17:01:19,21.5,79.0
2024-09-05 17:01:21,21.5,79.0
2024-09-05 17:01:23,21.5,79.0
2024-09-05 17:01:25,21.4,79.0
2024-09-05 17:01:27,21.4,78.0
2024-09-05 17:01:29,21.3,79.0
2024-09-05 17:01:31,21.3,78.0
2024-09-05 17:01:33,21.2,78.0
2024-09-05 17:01:35,21.1,78.0
2024-09-05 17:01:37,21.1,78.0
2024-09-05 17:01:39,21.1,78.0
2024-09-05 17:01:41,21.0,78.0
2024-09-05 17:01:43,21.0,78.0
2024-09-05 17:01:45,21.0,77.0
2024-09-05 17:01:47,21.0,78.0
2024-09-05 17:01:49,21.0,78.0
2024-09-05 17:01:51,20.9,78.0
2024-09-05 17:01:53,20.9,78.0
2024-09-05 17:01:55,20.8,79.0
2024-09-05 17:01:57,20.8,79.0
2024-09-05 17:01:59,20.8,79.0
2024-09-05 17:02:01,20.7,79.0
2024-09-05 17:02:03,20.7,79.0
2024-09-05 17:02:05,20.7,79.0
2024-09-05 17:02:07,20.7,78.0
2024-09-05 17:02:09,20.6,78.0
2024-09-05 17:02:11,20.6,78.0
2024-09-05 17:02:13,20.6,78.0
2024-09-05 17:02:15,20.5,78.0
2024-09-05 17:02:17,20.5,78.0
2024-09-05 17:02:19,20.5,78.0
2024-09-05 17:02:21,20.5,78.0
2024-09-05 17:02:23,20.5,78.0
2024-09-05 17:02:25,20.5,78.0
2024-09-05 17:02:27,20.4,78.0
2024-09-05 17:02:29,20.4,78.0
2024-09-05 17:02:31,20.3,79.0
2024-09-05 17:02:33,20.3,79.0
2024-09-05 17:02:35,20.3,78.0
2024-09-05 17:02:37,20.3,78.0
2024-09-05 17:02:39,20.3,79.0
2024-09-05 17:02:41,20.3,79.0
2024-09-05 17:02:43,20.3,79.0
2024-09-05 17:02:45,20.3,79.0
2024-09-05 17:02:47,20.2,79.0
2024-09-05 17:02:49,20.2,79.0
2024-09-05 17:02:51,20.1,78.0
2024-09-05 17:02:53,20.1,78.0
2024-09-05 17:02:55,20.1,78.0
2024-09-05 17:02:57,20.1,78.0
2024-09-05 17:02:59,20.1,78.0
2024-09-05 17:03:01,20.0,78.0
2024-09-05 17:03:03,20.0,78.0
2024-09-05 17:03:05,20.0,78.0
2024-09-05 17:03:07,20.0,78.0
2024-09-05 17:03:09,20.0,78.0
2024-09-05 17:03:11,20.0,77.0
2024-09-05 17:03:13,20.0,77.0
2024-09-05 17:03:15,20.0,77.0
2024-09-05 17:03:17,20.0,77.0
2024-09-05 17:03:19,19.9,77.0
2024-09-05 17:03:21,19.9,77.0
2024-09-05 17:03:23,19.9,77.0
2024-09-05 17:03:25,19.9,77.0
2024-09-05 17:03:27,19.9,77.0
2024-09-05 17:03:29,19.9,77.0
2024-09-05 17:03:31,19.9,77.0
2024-09-05 17:03:33,19.9,77.0
2024-09-05 17:03:35,19.9,78.0
2024-09-05 17:03:37,19.9,78.0
2024-09-05 17:03:40,19.9,78.0
2024-09-05 17:03:42,19.9,78.0
2024-09-05 17:03:44,19.8,78.0
2024-09-05 17:03:46,19.8,77.0
2024-09-05 17:03:48,19.8,77.0
2024-09-05 17:03:50,19.8,77.0
2024-09-05 17:03:52,19.8,77.0
2024-09-05 17:03:54,19.7,77.0
2024-09-05 17:03:56,19.7,77.0
2024-09-05 17:03:58,19.7,77.0
2024-09-05 17:04:00,19.7,77.0
2024-09-05 17:04:02,19.7,77.0
2024-09-05 17:04:04,19.7,77.0
2024-09-05 17:04:06,19.7,77.0
2024-09-05 17:04:08,19.7,76.0
2024-09-05 17:04:10,19.7,76.0
2024-09-05 17:04:12,19.7,76.0
2024-09-05 17:04:14,19.7,76.0
2024-09-05 17:04:16,19.7,76.0
2024-09-05 17:04:18,19.7,76.0
2024-09-05 17:04:20,19.7,76.0
2024-09-05 17:04:22,19.7,76.0
2024-09-05 17:04:24,19.6,76.0
2024-09-05 17:04:26,19.6,76.0
2024-09-05 17:04:28,19.6,76.0
2024-09-05 17:04:30,19.6,76.0
2024-09-05 17:04:32,19.6,76.0
2024-09-05 17:04:34,19.6,76.0
2024-09-05 17:04:36,19.5,75.0
2024-09-05 17:04:38,19.6,75.0
2024-09-05 17:04:40,19.5,75.0
2024-09-05 17:04:42,19.5,75.0
2024-09-05 17:04:44,19.5,75.0
2024-09-05 17:04:46,19.5,75.0
2024-09-05 17:04:48,19.5,75.0
2024-09-05 17:04:50,19.5,75.0
2024-09-05 17:04:52,19.5,75.0
2024-09-05 17:04:54,19.5,74.0
2024-09-05 17:04:56,19.5,74.0
2024-09-05 17:04:58,19.5,74.0
2024-09-05 17:05:00,19.5,74.0
2024-09-05 17:05:02,19.5,74.0
2024-09-05 17:05:04,19.5,73.0
2024-09-05 17:05:06,19.5,74.0
2024-09-05 17:05:08,19.5,74.0
2024-09-05 17:05:10,19.5,74.0
2024-09-05 17:05:12,19.5,73.0
2024-09-05 17:05:14,19.5,73.0
2024-09-05 17:05:16,19.5,73.0
2024-09-05 17:05:18,19.5,73.0
2024-09-05 17:05:20,19.5,72.0
2024-09-05 17:05:22,19.5,72.0
2024-09-05 17:05:24,19.5,72.0
2024-09-05 17:05:26,19.5,72.0
2024-09-05 17:05:28,19.5,71.0
2024-09-05 17:05:30,19.5,71.0
2024-09-05 17:05:32,19.5,71.0
2024-09-05 17:05:34,19.5,71.0
